[HEADER]
Format,J&M ASCII Table
Comment,NC1-B17
Date,7/31/2013 11:50:12 AM
Order,Y (evenX)
TechType,UV
NumPoints,524
FirstX,200.00
LastX,723.00
XType,NMetr
YType,Absrb
[DATA]
200.000,0.756
201.000,0.755
202.000,0.747
203.000,0.734
204.000,0.719
205.000,0.703
206.000,0.687
207.000,0.670
208.000,0.650
209.000,0.624
210.000,0.591
211.000,0.551
212.000,0.505
213.000,0.455
214.000,0.404
215.000,0.356
216.000,0.312
217.000,0.272
218.000,0.236
219.000,0.204
220.000,0.176
221.000,0.152
222.000,0.131
223.000,0.113
224.000,0.098
225.000,0.086
226.000,0.076
227.000,0.067
228.000,0.059
229.000,0.053
230.000,0.048
231.000,0.044
232.000,0.040
233.000,0.037
234.000,0.035
235.000,0.033
236.000,0.031
237.000,0.030
238.000,0.029
239.000,0.028
240.000,0.027
241.000,0.026
242.000,0.026
243.000,0.025
244.000,0.024
245.000,0.024
246.000,0.024
247.000,0.023
248.000,0.023
249.000,0.023
250.000,0.022
251.000,0.022
252.000,0.022
253.000,0.022
254.000,0.021
255.000,0.021
256.000,0.021
257.000,0.021
258.000,0.021
259.000,0.021
260.000,0.020
261.000,0.020
262.000,0.020
263.000,0.020
264.000,0.020
265.000,0.020
266.000,0.020
267.000,0.019
268.000,0.019
269.000,0.019
270.000,0.019
271.000,0.019
272.000,0.019
273.000,0.018
274.000,0.018
275.000,0.018
276.000,0.018
277.000,0.017
278.000,0.017
279.000,0.017
280.000,0.017
281.000,0.017
282.000,0.016
283.000,0.016
284.000,0.016
285.000,0.016
286.000,0.016
287.000,0.015
288.000,0.015
289.000,0.015
290.000,0.015
291.000,0.015
292.000,0.014
293.000,0.014
294.000,0.014
295.000,0.014
296.000,0.014
297.000,0.014
298.000,0.013
299.000,0.013
300.000,0.013
301.000,0.013
302.000,0.013
303.000,0.013
304.000,0.013
305.000,0.013
306.000,0.012
307.000,0.012
308.000,0.012
309.000,0.012
310.000,0.012
311.000,0.012
312.000,0.012
313.000,0.012
314.000,0.011
315.000,0.011
316.000,0.011
317.000,0.011
318.000,0.011
319.000,0.011
320.000,0.011
321.000,0.011
322.000,0.010
323.000,0.010
324.000,0.010
325.000,0.010
326.000,0.010
327.000,0.010
328.000,0.010
329.000,0.010
