230,0.0014066
231,0.001393
232,0.0013795
233,0.0013661
234,0.0013529
235,0.0013398
236,0.0013268
237,0.0013139
238,0.0013012
239,0.0012886
240,0.0012761
241,0.0012637
242,0.0012515
243,0.0012393
244,0.0012273
245,0.0012154
246,0.0012036
247,0.001192
248,0.0011804
249,0.001169
250,0.0011577
251,0.0011464
252,0.0011353
253,0.0011243
254,0.0011134
255,0.0011026
256,0.0010919
257,0.0010814
258,0.0010709
259,0.0010605
260,0.0010502
261,0.00104
262,0.00103
263,0.00102
264,0.0010101
265,0.0010003
266,0.00099061
267,0.00098101
268,0.0009715
269,0.00096209
270,0.00095276
271,0.00094353
272,0.00093438
273,0.00092533
274,0.00091636
275,0.00090748
276,0.00089868
277,0.00088997
278,0.00088134
279,0.0008728
280,0.00086434
281,0.00085597
282,0.00084767
283,0.00083945
284,0.00083132
285,0.00082326
286,0.00081528
287,0.00080738
288,0.00079955
289,0.00079181
290,0.00081264
291,0.00085331
292,0.00076734
293,0.00071106
294,0.00075152
295,0.00082346
296,0.00064933
297,0.00076884
298,0.00067087
299,0.0006932
300,0.00060852
301,0.00074503
302,0.00072506
303,0.00074575
304,0.0006852
305,0.00066815
306,0.00066332
307,0.00067956
308,0.00068595
309,0.00064111
310,0.00064768
311,0.00068819
312,0.00067168
313,0.00062394
314,0.00058904
315,0.00069443
316,0.00065764
317,0.00068664
318,0.00061193
319,0.00063392
320,0.00062341
321,0.00062237
322,0.00064311
323,0.00063051
324,0.00056372
325,0.00058848
326,0.00056177
327,0.00059624
328,0.00061516
329,0.00058978
330,0.00057423
331,0.00056496
332,0.00055175
333,0.00056488
334,0.00058142
335,0.00059045
336,0.0005528
337,0.00058331
338,0.00057487
339,0.00058384
340,0.00057987
341,0.00054677
342,0.00054762
343,0.00057452
344,0.00059914
345,0.00060533
346,0.00059129
347,0.00056241
348,0.00059177
349,0.00051882
350,0.00058528
351,0.00055952
352,0.00054998
353,0.00055049
354,0.00054276
355,0.00055283
356,0.00051283
357,0.00054821
358,0.00051165
359,0.00051466
360,0.00054517
361,0.00049205
362,0.00057294
363,0.00049527
364,0.00053444
365,0.00051736
366,0.00049975
367,0.00052459
368,0.0005128
369,0.00050561
370,0.00048242
371,0.00049095
372,0.00050707
373,0.0005296
374,0.00049505
375,0.00050993
376,0.00049951
377,0.00049447
378,0.00049132
379,0.00048131
380,0.00046656
381,0.00048848
382,0.00044839
383,0.00046796
384,0.0004795
385,0.00047541
386,0.00049414
387,0.00044884
388,0.0004598
389,0.00046215
390,0.0004496
391,0.00045554
392,0.00044005
393,0.00045558
394,0.00044691
395,0.00042927
396,0.00044717
397,0.00043531
398,0.00043771
399,0.00043945
400,0.00044628
401,0.00042834
402,0.00042322
403,0.0004172
404,0.00042587
405,0.0004301
406,0.00042968
407,0.00040959
408,0.00042376
409,0.00039395
410,0.00042118
411,0.00040469
412,0.0003979
413,0.00039571
414,0.000386
415,0.00041161
416,0.00040814
417,0.00039465
418,0.00039345
419,0.00039604
420,0.00039435
421,0.0003856
422,0.00037933
423,0.00037381
424,0.00038698
425,0.00037431
426,0.00038238
427,0.00037621
428,0.00037428
429,0.00037611
430,0.00037031
431,0.00036429
432,0.00035776
433,0.00040183
434,0.00035552
435,0.00036989
436,0.00037078
437,0.00038252
438,0.00036043
439,0.00033826
440,0.00035802
441,0.0003651
442,0.00035529
443,0.00034292
444,0.0003484
445,0.00036502
446,0.00031935
447,0.00035093
448,0.00033886
449,0.00034096
450,0.00035071
451,0.00033329
452,0.00032789
453,0.00033006
454,0.0003313
455,0.00032331
456,0.00033123
457,0.00032161
458,0.00031823
459,0.00031984
460,0.00031506
461,0.00031148
462,0.00032237
463,0.00032213
464,0.00031334
465,0.00030027
466,0.00032382
467,0.00030171
468,0.00030968
469,0.00029821
470,0.00030142
471,0.00029804
472,0.00031746
473,0.00029632
474,0.00029919
475,0.00030103
476,0.00029233
477,0.00028577
478,0.00029064
479,0.00028602
480,0.00029154
481,0.00027119
482,0.00030597
483,0.00028868
484,0.00028094
485,0.00028388
486,0.00027051
487,0.00027159
488,0.00027761
489,0.00028117
490,0.00028247
491,0.00026893
492,0.00026493
493,0.00026252
494,0.0002838
495,0.00027895
496,0.0002637
497,0.00025848
498,0.00025895
499,0.00026048
500,0.00025432
501,0.00026724
502,0.00025498
503,0.00025598
504,0.00025997
505,0.00025906
506,0.00026681
507,0.00024429
508,0.00025227
509,0.00025355
510,0.00025499
511,0.00024238
512,0.00023738
513,0.00025018
514,0.00023588
515,0.00024886
516,0.00024736
517,0.00023528
518,0.00023959
519,0.00023092
520,0.00024579
521,0.00022718
522,0.00023188
523,0.00023471
524,0.0002272
525,0.00023152
526,0.00022706
527,0.00023064
528,0.00022924
529,0.00023312
530,0.00021317
531,0.00022623
532,0.00022774
533,0.00022155
534,0.00022271
535,0.00021723
