[HEADER]
Format,J&M ASCII Table
Comment,
Date,7/26/2013 5:23:26 PM
Order,Y (evenX)
TechType,UV
NumPoints,524
FirstX,200.00
LastX,723.00
XType,NMetr
YType,Absrb
[DATA]
200.000,0.778
201.000,0.778
202.000,0.771
203.000,0.758
204.000,0.744
205.000,0.729
206.000,0.712
207.000,0.695
208.000,0.672
209.000,0.642
210.000,0.605
211.000,0.559
212.000,0.507
213.000,0.453
214.000,0.400
215.000,0.350
216.000,0.304
217.000,0.262
218.000,0.226
219.000,0.194
220.000,0.165
221.000,0.141
222.000,0.120
223.000,0.102
224.000,0.086
225.000,0.073
226.000,0.062
227.000,0.053
228.000,0.046
229.000,0.040
230.000,0.035
231.000,0.030
232.000,0.027
233.000,0.024
234.000,0.022
235.000,0.020
236.000,0.019
237.000,0.017
238.000,0.016
239.000,0.015
240.000,0.015
241.000,0.014
242.000,0.014
243.000,0.013
244.000,0.013
245.000,0.012
246.000,0.012
247.000,0.012
248.000,0.012
249.000,0.012
250.000,0.012
251.000,0.012
252.000,0.012
253.000,0.011
254.000,0.011
255.000,0.011
256.000,0.011
257.000,0.011
258.000,0.011
259.000,0.011
260.000,0.011
261.000,0.011
262.000,0.011
263.000,0.011
264.000,0.011
265.000,0.011
266.000,0.011
267.000,0.011
268.000,0.011
269.000,0.011
270.000,0.011
271.000,0.011
272.000,0.011
273.000,0.011
274.000,0.011
275.000,0.011
276.000,0.011
277.000,0.010
278.000,0.010
279.000,0.010
280.000,0.010
281.000,0.010
282.000,0.010
283.000,0.010
284.000,0.010
285.000,0.010
286.000,0.010
287.000,0.010
288.000,0.010
289.000,0.010
290.000,0.010
291.000,0.009
292.000,0.009
293.000,0.009
294.000,0.009
295.000,0.009
296.000,0.009
297.000,0.009
298.000,0.009
299.000,0.009
300.000,0.009
301.000,0.009
302.000,0.009
303.000,0.009
304.000,0.008
305.000,0.008
306.000,0.008
307.000,0.008
308.000,0.008
309.000,0.008
310.000,0.008
311.000,0.008
312.000,0.008
313.000,0.008
314.000,0.008
315.000,0.008
316.000,0.007
317.000,0.007
318.000,0.007
319.000,0.007
320.000,0.007
321.000,0.007
322.000,0.007
323.000,0.007
324.000,0.007
325.000,0.007
326.000,0.007
327.000,0.007
328.000,0.006
329.000,0.006
330.000,0.006
331.000,0.006
332.000,0.006
333.000,0.006
334.000,0.006
335.000,0.006
336.000,0.006
337.000,0.006
338.000,0.006
339.000,0.006
340.000,0.006
341.000,0.006
342.000,0.006
343.000,0.006
344.000,0.006
345.000,0.006
346.000,0.005
347.000,0.005
348.000,0.005
349.000,0.005
350.000,0.005
351.000,0.005
352.000,0.005
353.000,0.005
354.000,0.005
355.000,0.005
356.000,0.005
357.000,0.005
358.000,0.005
359.000,0.005
360.000,0.005
361.000,0.005
362.000,0.005
363.000,0.005
364.000,0.005
365.000,0.005
366.000,0.005
367.000,0.005
368.000,0.005
369.000,0.005
370.000,0.005
371.000,0.005
372.000,0.005
373.000,0.005
374.000,0.005
375.000,0.005
376.000,0.005
377.000,0.005
378.000,0.005
379.000,0.005
380.000,0.005
381.000,0.005
382.000,0.005
383.000,0.005
384.000,0.006
385.000,0.006
386.000,0.006
387.000,0.006
388.000,0.006
389.000,0.006
390.000,0.006
391.000,0.006
392.000,0.006
393.000,0.006
394.000,0.006
395.000,0.006
396.000,0.006
397.000,0.006
398.000,0.006
399.000,0.006
400.000,0.006
401.000,0.006
402.000,0.006
403.000,0.006
404.000,0.006
405.000,0.006
406.000,0.006
407.000,0.006
408.000,0.006
409.000,0.006
410.000,0.006
411.000,0.006
412.000,0.006
413.000,0.006
414.000,0.006
415.000,0.005
416.000,0.005
417.000,0.005
418.000,0.005
419.000,0.005
420.000,0.005
421.000,0.005
422.000,0.005
423.000,0.005
424.000,0.005
425.000,0.005
426.000,0.005
427.000,0.005
428.000,0.005
429.000,0.005
430.000,0.005
431.000,0.005
432.000,0.005
433.000,0.005
434.000,0.005
435.000,0.005
436.000,0.005
437.000,0.005
438.000,0.005
439.000,0.005
440.000,0.005
441.000,0.005
442.000,0.005
443.000,0.005
444.000,0.005
445.000,0.005
446.000,0.005
447.000,0.005
448.000,0.005
449.000,0.005
450.000,0.005
451.000,0.005
452.000,0.005
453.000,0.005
454.000,0.005
455.000,0.005
456.000,0.005
457.000,0.005
458.000,0.005
459.000,0.005
460.000,0.005
461.000,0.005
462.000,0.005
463.000,0.005
464.000,0.004
465.000,0.004
466.000,0.004
467.000,0.004
468.000,0.004
469.000,0.004
470.000,0.004
471.000,0.004
472.000,0.004
473.000,0.004
474.000,0.004
475.000,0.004
476.000,0.004
477.000,0.004
478.000,0.004
479.000,0.004
480.000,0.004
481.000,0.004
482.000,0.004
483.000,0.004
484.000,0.004
485.000,0.004
486.000,0.004
487.000,0.004
488.000,0.004
489.000,0.004
490.000,0.004
491.000,0.004
492.000,0.004
493.000,0.004
494.000,0.004
495.000,0.004
496.000,0.004
497.000,0.004
498.000,0.004
499.000,0.004
500.000,0.004
501.000,0.004
502.000,0.004
503.000,0.004
504.000,0.004
505.000,0.004
506.000,0.004
507.000,0.004
508.000,0.004
509.000,0.004
510.000,0.004
511.000,0.004
512.000,0.004
513.000,0.004
514.000,0.004
515.000,0.004
516.000,0.004
517.000,0.004
518.000,0.004
519.000,0.004
520.000,0.003
521.000,0.003
522.000,0.003
523.000,0.003
524.000,0.003
525.000,0.003
526.000,0.003
527.000,0.003
528.000,0.003
529.000,0.003
530.000,0.003
531.000,0.003
532.000,0.003
533.000,0.003
534.000,0.003
535.000,0.003
536.000,0.003
537.000,0.003
538.000,0.003
539.000,0.003
540.000,0.003
541.000,0.003
542.000,0.003
543.000,0.003
544.000,0.003
545.000,0.003
546.000,0.003
547.000,0.003
548.000,0.003
549.000,0.003
550.000,0.003
551.000,0.003
552.000,0.003
553.000,0.003
554.000,0.003
555.000,0.003
556.000,0.003
557.000,0.003
558.000,0.003
559.000,0.003
560.000,0.003
561.000,0.003
562.000,0.003
563.000,0.003
564.000,0.003
565.000,0.003
566.000,0.003
567.000,0.003
568.000,0.003
569.000,0.002
570.000,0.002
571.000,0.002
572.000,0.002
573.000,0.002
574.000,0.002
575.000,0.002
576.000,0.002
577.000,0.002
578.000,0.002
579.000,0.002
580.000,0.002
581.000,0.002
582.000,0.002
583.000,0.002
584.000,0.002
585.000,0.002
586.000,0.002
587.000,0.002
588.000,0.002
589.000,0.002
590.000,0.002
591.000,0.002
592.000,0.002
593.000,0.002
594.000,0.002
595.000,0.002
596.000,0.002
597.000,0.002
598.000,0.002
599.000,0.002
600.000,0.002
601.000,0.002
602.000,0.002
603.000,0.002
604.000,0.002
605.000,0.002
606.000,0.002
607.000,0.002
608.000,0.002
609.000,0.002
610.000,0.002
611.000,0.002
612.000,0.002
613.000,0.002
614.000,0.002
615.000,0.002
616.000,0.002
617.000,0.002
618.000,0.002
619.000,0.002
620.000,0.002
621.000,0.002
622.000,0.002
623.000,0.002
624.000,0.001
625.000,0.001
626.000,0.001
627.000,0.001
628.000,0.001
629.000,0.001
630.000,0.001
631.000,0.001
632.000,0.001
633.000,0.001
634.000,0.001
635.000,0.001
636.000,0.001
637.000,0.001
638.000,0.001
639.000,0.001
640.000,0.001
641.000,0.001
642.000,0.001
643.000,0.001
644.000,0.001
645.000,0.001
646.000,0.001
647.000,0.001
648.000,0.001
649.000,0.001
650.000,0.001
651.000,0.001
652.000,0.001
653.000,0.001
654.000,0.001
655.000,0.001
656.000,0.001
657.000,0.001
658.000,0.001
659.000,0.001
660.000,0.001
661.000,0.001
662.000,0.001
663.000,0.001
664.000,0.001
665.000,0.001
666.000,0.001
667.000,0.001
668.000,0.001
669.000,0.001
670.000,0.001
671.000,0.001
672.000,0.001
673.000,0.001
674.000,0.001
675.000,0.001
676.000,0.001
677.000,0.001
678.000,0.001
679.000,0.001
680.000,0.001
681.000,0.001
682.000,0.001
683.000,0.001
684.000,0.001
685.000,0.001
686.000,0.001
687.000,0.001
688.000,0.001
689.000,0.001
690.000,0.001
691.000,0.001
692.000,0.000
693.000,0.000
694.000,0.000
695.000,0.000
696.000,0.000
697.000,0.000
698.000,0.000
699.000,0.000
700.000,0.000
701.000,0.000
702.000,0.000
703.000,0.000
704.000,0.000
705.000,0.000
706.000,0.000
707.000,0.000
708.000,0.000
709.000,0.000
710.000,0.000
711.000,0.000
712.000,0.000
713.000,0.000
714.000,0.000
715.000,0.000
716.000,0.000
717.000,0.000
718.000,0.000
719.000,0.000
720.000,0.000
721.000,-0.000
722.000,-0.000
723.000,-0.000
